episode_id,condition,target_side,pregrasp_chunks,num_seeds,prediction_10pct,prediction_20pct,prediction_30pct,prediction_40pct,prediction_100pct,margin_10pct,margin_20pct,margin_30pct,margin_40pct,margin_100pct,seed_correct_rate_10pct,seed_correct_rate_20pct,seed_correct_rate_30pct,seed_correct_rate_40pct,seed_correct_rate_100pct,seed_prediction_agreement_10pct,seed_prediction_agreement_20pct,seed_prediction_agreement_30pct,seed_prediction_agreement_40pct,seed_prediction_agreement_100pct,early_correct_20_to_40pct,late_reversal,flat_final_score,flat_final_prediction,linear_final_score,linear_final_prediction,exponential_final_score,exponential_final_prediction,flat_seed_correct_rate,linear_seed_correct_rate,exponential_seed_correct_rate,flat_seed_prediction_agreement,linear_seed_prediction_agreement,exponential_seed_prediction_agreement,final_prediction_seed_agreement,final_prediction_stable_80pct,mean_chunk_sign_seed_agreement,minimum_chunk_sign_seed_agreement
2026_08_17_02_29_03_938361_L1_left_C2,C2,left,10,10,L,L,L,L,L,-0.04709966216236353,-0.14929338991642,-0.23634583875536916,-0.2528381291031837,-0.19820458590984344,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0,-0.019820458590984344,L,-0.034531397006728436,L,-0.04489016295067457,L,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.95,0.5
2026_08_17_02_30_47_786891_L1_right_C2,C2,right,10,10,R,R,R,R,L,0.0597482617199421,0.06716040790081025,0.0562682704627514,0.02499835312366486,-0.16131186932325361,1.0,0.9,0.9,0.6,0.0,1.0,0.9,0.9,0.6,1.0,1,1,-0.01613118693232536,L,-0.009047236903147264,L,0.0020305462493968866,R,0.0,0.2,0.5,1.0,0.8,0.5,1.0,1,0.9200000000000002,0.5
