split,condition,pair_index,episode_id,target_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_left,energy_right,energy_true,energy_alternative,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,7,pregrasp,112,128,16,0.8258064516129032,0.7272727272727273,0,8,0.3,0.7,8,0.6152670383453369,0.6190390586853027,0.6190390586853027,0.6152670383453369,-0.0037720203399658203,0.6046216487884521,-0.08983577787876129,0.22247432172298431
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,7,pregrasp,112,128,16,0.8258064516129032,0.7272727272727273,1,8,0.3,0.7,8,0.5263252258300781,0.5321134924888611,0.5321134924888611,0.5263252258300781,-0.005788266658782959,0.6046216487884521,-0.08983577787876129,0.22247432172298431
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,7,pregrasp,112,128,16,0.8258064516129032,0.7272727272727273,2,8,0.3,0.7,8,0.581803023815155,0.5870914459228516,0.5870914459228516,0.581803023815155,-0.005288422107696533,0.6046216487884521,-0.08983577787876129,0.22247432172298431
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,8,pregrasp,128,144,16,0.9290322580645162,0.8181818181818182,0,8,0.3,0.7,8,0.5698870420455933,0.5687215328216553,0.5687215328216553,0.5698870420455933,0.0011655092239379883,0.6345025897026062,-0.04621091112494469,0.19129754602909088
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,8,pregrasp,128,144,16,0.9290322580645162,0.8181818181818182,1,8,0.3,0.7,8,0.5410922169685364,0.540966808795929,0.540966808795929,0.5410922169685364,0.00012540817260742188,0.6345025897026062,-0.04621091112494469,0.19129754602909088
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,8,pregrasp,128,144,16,0.9290322580645162,0.8181818181818182,2,8,0.3,0.7,8,0.5789096355438232,0.5766244530677795,0.5766244530677795,0.5789096355438232,0.002285182476043701,0.6345025897026062,-0.04621091112494469,0.19129754602909088
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,9,pregrasp,144,155,11,1.0,0.8806818181818182,0,8,0.3,0.7,8,0.5981296300888062,0.5982081890106201,0.5982081890106201,0.5981296300888062,-7.855892181396484e-05,0.6357624530792236,-0.04573017358779907,0.19000336527824402
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,9,pregrasp,144,155,11,1.0,0.8806818181818182,1,8,0.3,0.7,8,0.6708275675773621,0.6686744689941406,0.6686744689941406,0.6708275675773621,0.0021530985832214355,0.6357624530792236,-0.04573017358779907,0.19000336527824402
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,9,pregrasp,144,155,11,1.0,0.8806818181818182,2,8,0.3,0.7,8,0.67662113904953,0.6750931739807129,0.6750931739807129,0.67662113904953,0.0015279650688171387,0.6357624530792236,-0.04573017358779907,0.19000336527824402
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,10,postgrasp,155,171,16,1.0,0.9715909090909091,0,8,0.3,0.7,8,0.13830354809761047,0.1371702253818512,0.1371702253818512,0.13830354809761047,0.0011333227157592773,0.6359047889709473,-0.04572734609246254,0.19002921879291534
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,10,postgrasp,155,171,16,1.0,0.9715909090909091,1,8,0.3,0.7,8,0.21116816997528076,0.20923691987991333,0.20923691987991333,0.21116816997528076,0.0019312500953674316,0.6359047889709473,-0.04572734609246254,0.19002921879291534
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,10,postgrasp,155,171,16,1.0,0.9715909090909091,2,8,0.3,0.7,8,0.18249496817588806,0.1813133805990219,0.1813133805990219,0.18249496817588806,0.00118158757686615,0.6359047889709473,-0.04572734609246254,0.19002921879291534
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,11,postgrasp,171,176,5,1.0,1.0,0,8,0.3,0.7,8,0.1397373378276825,0.13762103021144867,0.13762103021144867,0.1397373378276825,0.0021163076162338257,0.6359174251556396,-0.045729320496320724,0.1900392323732376
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,11,postgrasp,171,176,5,1.0,1.0,1,8,0.3,0.7,8,0.1629716455936432,0.16186459362506866,0.16186459362506866,0.1629716455936432,0.001107051968574524,0.6359174251556396,-0.045729320496320724,0.1900392323732376
test,C1_mild_exaggeration,1,03_L0_C2_right,right,pick up the right block,11,postgrasp,171,176,5,1.0,1.0,2,8,0.3,0.7,8,0.20763206481933594,0.20586460828781128,0.20586460828781128,0.20763206481933594,0.0017674565315246582,0.6359174251556396,-0.045729320496320724,0.1900392323732376
