run,temperature,split,condition,episode_id,target_side,final_correct,raw_sign_early_auc,probability_early_auc,final_true_belief,final_cumulative_margin,prefix_nll
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:11:26_2026,left,0,0.057971014492753624,0.48093374019893464,0.467948626549095,-0.0038514460126558943,0.7421833435464528
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:11:48_2026,right,1,0.7674418604651163,0.5174663125010344,0.5436690075989056,0.005253666390975317,0.6479738997780943
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:12:15_2026,left,1,0.9375,0.5246239500976054,0.5407099927376802,0.00489603728055954,0.6357270844639992
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:12:36_2026,right,1,0.9600000000000001,0.5890932630914487,0.6447218090900195,0.01787753403186798,0.5053148732379323
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:13:10_2026,right,1,0.9506172839506173,0.5446258216903976,0.5542837648646008,0.006539827833573023,0.5969604111064243
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:13:30_2026,left,0,0.44366197183098594,0.5003140496598724,0.4997937896716287,-2.4745240807533156e-05,0.6923179598819859
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:15:02_2026,right,1,0.949367088607595,0.5270526397901131,0.5450452940516501,0.005420130987962086,0.6320075340091076
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:15:26_2026,left,1,0.9500000000000001,0.520696586168673,0.5186819806594894,0.002242881804704666,0.6490836250889306
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:15:54_2026,right,1,0.9428571428571428,0.5622985705123734,0.6010422988918017,0.012294297417004905,0.550799283048977
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:16:22_2026,left,1,0.9420289855072463,0.5618700195435014,0.5814054577439912,0.009856368104616802,0.5583340970677669
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:16:48_2026,right,1,0.9384615384615385,0.5718637486029784,0.6212089848362646,0.014840487390756605,0.5234984681310548
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:17:13_2026,left,0,0.0784313725490196,0.46429810986507847,0.46804673621243487,-0.003839624424775441,0.7742188885701765
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:17:36_2026,right,1,0.9375,0.5151851645624483,0.5324551118310253,0.003900097062190374,0.6556614684209159
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:17:54_2026,left,0,0.04819277108433735,0.46229207670852357,0.4630985143943945,-0.00443624456723531,0.7783210895109144
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:18:14_2026,left,0,0.04819277108433735,0.4431608682453886,0.4221739551288609,-0.009415662537018457,0.8352535775607691
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:18:37_2026,right,1,0.75,0.5079478182177425,0.5274810734580689,0.0033010554810365043,0.6728948268894674
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:18:58_2026,right,1,0.9466666666666667,0.5648886381539211,0.5773953047664956,0.00936269760131836,0.5563663144080281
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:19:18_2026,left,0,0.5977011494252874,0.5124052801341714,0.4908132366937287,-0.0011025356749693553,0.6738293473082195
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:19:42_2026,right,1,0.9506172839506173,0.5362214547056837,0.5594989459705485,0.007173864170908928,0.608310766061622
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:20:01_2026,left,0,0.4931506849315068,0.47720698222834546,0.4317323302350663,-0.00824360301097234,0.7650997574325752
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:20:39_2026,right,1,0.9428571428571428,0.5646321486848923,0.5989671551103075,0.012034902969996134,0.5484006456500501
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:21:05_2026,left,0,0.057971014492753624,0.4689316241856954,0.4292818654283364,-0.00854345162709554,0.7846942643045176
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:21:56_2026,left,0,0.06349206349206349,0.48571993568579763,0.4719792989973559,-0.003366010884443919,0.7296266420737807
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:22:17_2026,right,1,0.949367088607595,0.5844922687655848,0.6316531308251124,0.016179459790388744,0.5157254067716807
pi05_base_h16,0.1,test,C0_natural_direct,Sun_Aug__9_19:29:02_2026,left,0,0.047619047619047616,0.48437978043567215,0.47724964332687964,-0.00910643053551515,0.730749038611826
pi05_base_h16,0.1,test,C0_natural_direct,Sun_Aug__9_19:29:23_2026,right,1,0.9550561797752809,0.5054269126532093,0.5111301883596656,0.004452810933192571,0.6797478182407676
pi05_base_h16,0.1,test,C1_mild_exaggeration,Sun_Aug__9_19:30:32_2026,left,1,0.7802197802197801,0.5022893937084173,0.5036337300892936,0.001453517625729243,0.6878308692122307
pi05_base_h16,0.1,test,C1_mild_exaggeration,Sun_Aug__9_19:31:21_2026,right,1,0.46938775510204084,0.5009327577486181,0.5077341163970747,0.00309389332930247,0.6889821803001034
pi05_base_h16,0.1,test,C2_strong_exaggeration,Sun_Aug__9_19:33:31_2026,left,1,0.9534883720930233,0.5663864910016123,0.5934077258683199,0.037807082757353776,0.550788681366881
pi05_base_h16,0.1,test,C2_strong_exaggeration,Sun_Aug__9_19:33:54_2026,right,0,0.4642857142857143,0.49571025379969536,0.4855204376766391,-0.005793444812297821,0.7039823742706215
pi05_base_h16,0.1,test,C3_extreme_exaggeration,Sun_Aug__9_19:34:35_2026,right,0,0.4855491329479768,0.4969851770176459,0.4843605977168024,-0.006257802248001099,0.7012380960795367
pi05_base_h16,0.1,test,C3_extreme_exaggeration,Sun_Aug__9_19:35:12_2026,left,0,0.5074626865671641,0.5015753672209133,0.4873002372222109,-0.005080997943878174,0.6931596204752467
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:07:45_2026,left,0,0.05714285714285714,0.4890854886484089,0.4822468000737186,-0.007104266434907913,0.7201313014360986
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:08:45_2026,right,1,0.9393939393939394,0.5131899656053426,0.5224523057508177,0.008986966063578924,0.6599894194184586
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:09:06_2026,left,0,0.05194805194805195,0.48227457029197074,0.4775745304786782,-0.008976209908723831,0.7343786497623768
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:09:27_2026,right,1,0.9420289855072463,0.5265111493870664,0.5363932255158459,0.01458307976524035,0.6320548750580836
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:09:58_2026,right,1,0.9459459459459459,0.5123287786372314,0.5118746192735522,0.004750741024812062,0.6664308376569557
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:10:16_2026,left,0,0.06060606060606061,0.49280456602986283,0.48606477180754176,-0.005575535198052724,0.7123291020536767
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:10:44_2026,right,1,0.9420289855072463,0.5134395148116474,0.5208341543710336,0.008338489880164465,0.6608410593902609
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:11:06_2026,left,0,0.05263157894736842,0.490988249520911,0.48990190019664737,-0.004039789239565531,0.7135637176813672
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:11:26_2026,left,0,0.057971014492753624,0.49427556989570776,0.49037257501995185,-0.0038514460126558943,0.7075897478408651
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:11:48_2026,right,1,0.7674418604651163,0.5052482233770836,0.5131311458422427,0.005253666390975317,0.6792018894725421
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:12:15_2026,left,1,0.9375,0.5073984951443948,0.5122376487082858,0.00489603728055954,0.6754780583530016
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:12:36_2026,right,1,0.9600000000000001,0.5271365266096282,0.5445751774040287,0.01787753403186798,0.6315902968537567
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:13:10_2026,right,1,0.9506172839506173,0.5134280108655219,0.5163437449048246,0.006539827833573023,0.6632129361387987
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:13:30_2026,left,0,0.44366197183098594,0.5000942234128662,0.49993813689829686,-2.4745240807533156e-05,0.6928938339536326
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:15:02_2026,right,1,0.949367088607595,0.5081309823803866,0.5135470111185039,0.005420130987962086,0.674282730006875
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:15:26_2026,left,1,0.9500000000000001,0.5062140985717353,0.5056069694640221,0.002242881804704666,0.6796960500437086
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:15:54_2026,right,1,0.9428571428571428,0.5188378569827408,0.5306970878035044,0.012294297417004905,0.6476780442497772
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:16:22_2026,left,1,0.9420289855072463,0.518705515548658,0.5246209911559632,0.009856368104616802,0.6502841317367334
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:16:48_2026,right,1,0.9384615384615385,0.5218265339006012,0.537033274988371,0.014840487390756605,0.6380012993371836
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:17:13_2026,left,0,0.0784313725490196,0.4892643095164665,0.4904021180661299,-0.003839624424775441,0.7168086427591356
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:17:36_2026,right,1,0.9375,0.504559437405141,0.5097490069386654,0.003900097062190374,0.681683471338862
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:17:54_2026,left,0,0.04819277108433735,0.48865758993872516,0.4889112071088655,-0.00443624456723531,0.7179564446202652
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:18:14_2026,left,0,0.04819277108433735,0.48283657715667855,0.4764782187276965,-0.009415662537018457,0.7337533390943358
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:18:37_2026,right,1,0.75,0.5023851699923696,0.5082518893781283,0.0033010554810365043,0.6868297923984826
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:18:58_2026,right,1,0.9466666666666667,0.5196011621770887,0.5233896603314613,0.00936269760131836,0.649783466719004
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:19:18_2026,left,0,0.5977011494252874,0.5037245957909305,0.49724368873360664,-0.0011025356749693553,0.6872213320151781
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:19:42_2026,right,1,0.9506172839506173,0.5108949715735551,0.5179269727567275,0.007173864170908928,0.6667736103723408
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:20:01_2026,left,0,0.4931506849315068,0.49312468889982275,0.4794026555978149,-0.00824360301097234,0.7137098728210044
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:20:39_2026,right,1,0.9428571428571428,0.51957218428315,0.5300509949050373,0.012034902969996134,0.6467473337523423
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:21:05_2026,left,0,0.057971014492753624,0.4906507823624851,0.47865435294351943,-0.00854345162709554,0.7196076517418735
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:21:56_2026,left,0,0.06349206349206349,0.4957141501034989,0.4915857672197531,-0.003366010884443919,0.7039413269733817
pi05_base_h16,0.1,train,train_natural,Sun_Aug__9_19:22:17_2026,right,1,0.949367088607595,0.5257463996119602,0.5403606428319104,0.016179459790388744,0.6351800358443874
pi05_base_h16,0.3,test,C0_natural_direct,Sun_Aug__9_19:29:02_2026,left,0,0.047619047619047616,0.4947908025752792,0.49241189052603007,-0.00910643053551515,0.7055156141482777
pi05_base_h16,0.3,test,C0_natural_direct,Sun_Aug__9_19:29:23_2026,right,1,0.9550561797752809,0.5018091570003222,0.5037106076555339,0.004452810933192571,0.688652522809677
pi05_base_h16,0.3,test,C1_mild_exaggeration,Sun_Aug__9_19:30:32_2026,left,1,0.7802197802197801,0.5007631624716093,0.5012112623186177,0.001453517625729243,0.6913678314436383
pi05_base_h16,0.3,test,C1_mild_exaggeration,Sun_Aug__9_19:31:21_2026,right,1,0.46938775510204084,0.5003109301035473,0.5025782215900234,0.00309389332930247,0.6917514434986247
pi05_base_h16,0.3,test,C2_strong_exaggeration,Sun_Aug__9_19:33:31_2026,left,1,0.9534883720930233,0.522312675068084,0.5314642704853718,0.037807082757353776,0.6427945297603639
pi05_base_h16,0.3,test,C2_strong_exaggeration,Sun_Aug__9_19:33:54_2026,right,0,0.4642857142857143,0.49856971862926236,0.49517227935699437,-0.005793444812297821,0.6967179932485211
pi05_base_h16,0.3,test,C3_extreme_exaggeration,Sun_Aug__9_19:34:35_2026,right,0,0.4855491329479768,0.4989946472684944,0.4947853538715967,-0.006257802248001099,0.695798608712378
pi05_base_h16,0.3,test,C3_extreme_exaggeration,Sun_Aug__9_19:35:12_2026,left,0,0.5074626865671641,0.5005254277682573,0.4957659362582069,-0.005080997943878174,0.6931060952977719
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:07:45_2026,left,0,0.05714285714285714,0.4963610872355201,0.4940800546194399,-0.007104266434907913,0.7020591144054045
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:08:45_2026,right,1,0.9393939393939394,0.50439807389585,0.5074885783768962,0.008986966063578924,0.6819585070169281
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:09:06_2026,left,0,0.05194805194805195,0.4940884946602454,0.4925203830772471,-0.008976209908723831,0.7067040548066632
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:09:27_2026,right,1,0.9420289855072463,0.5088477265877582,0.5121501740360588,0.01458307976524035,0.6723226896452327
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:09:58_2026,right,1,0.9459459459459459,0.5041107668806727,0.5039588681230285,0.004750741024812062,0.6841533454783498
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:10:16_2026,left,0,0.06060606060606061,0.4976012625438938,0.495353854401627,-0.005575535198052724,0.6994960648679509
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:10:44_2026,right,1,0.9420289855072463,0.5044814654612538,0.5069482942412935,0.008338489880164465,0.6822467299738288
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:11:06_2026,left,0,0.05263157894736842,0.4969955104997629,0.4966335598372056,-0.004039789239565531,0.699899538441107
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:11:26_2026,left,0,0.057971014492753624,0.49809172307161415,0.4967905057379165,-0.0038514460126558943,0.6979358013669115
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:11:48_2026,right,1,0.7674418604651163,0.5017496523847929,0.5043779434415114,0.005253666390975317,0.6884612476200588
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:12:15_2026,left,1,0.9375,0.5024664972339618,0.5040799405110602,0.00489603728055954,0.6872152228468054
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:12:36_2026,right,1,0.9600000000000001,0.5090577452574165,0.5148935378176096,0.01787753403186798,0.6721258285458179
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:13:10_2026,right,1,0.9506172839506173,0.5044771881989676,0.505449640717112,0.006539827833573023,0.6830661879897413
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:13:30_2026,left,0,0.44366197183098594,0.5000314080538223,0.4999793789660054,-2.4745240807533156e-05,0.6930622954558502
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:15:02_2026,right,1,0.949367088607595,0.5027107738455485,0.5045166529633984,0.005420130987962086,0.6868091900152721
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:15:26_2026,left,1,0.9500000000000001,0.5020715165240999,0.5018690594647262,0.002242881804704666,0.6886413547763036
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:15:54_2026,right,1,0.9428571428571428,0.5062836838113041,0.5102438142302709,0.012294297417004905,0.6777256630361854
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:16:22_2026,left,1,0.9420289855072463,0.5062394540187529,0.5082129013348461,0.009856368104616802,0.6786277875637241
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:16:48_2026,right,1,0.9384615384615385,0.5072834986623722,0.5123645514750987,0.014840487390756605,0.6743558538147884
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:17:13_2026,left,0,0.0784313725490196,0.4964206978779769,0.4968003566564866,-0.003839624424775441,0.7009713778415889
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:17:36_2026,right,1,0.9375,0.5015199265566129,0.5032500351116814,0.003900097062190374,0.6893051676611619
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:17:54_2026,left,0,0.04819277108433735,0.4962183124557736,0.4963031968919362,-0.00443624456723531,0.7013460419169109
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:18:14_2026,left,0,0.04819277108433735,0.4942755559796483,0.49215425858067036,-0.009415662537018457,0.7064887042328484
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:18:37_2026,right,1,0.75,0.5007950808247628,0.5027508518120843,0.0033010554810365043,0.6910183532487826
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:18:58_2026,right,1,0.9466666666666667,0.506537701862415,0.5078016147795431,0.00936269760131836,0.6784696543900202
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:19:18_2026,left,0,0.5977011494252874,0.5012416202836639,0.4990812213049823,-0.0011025356749693553,0.6911594626463834
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:19:42_2026,right,1,0.9506172839506173,0.5036324966588817,0.5059779352836417,0.007173864170908928,0.6842679164572121
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:20:01_2026,left,0,0.4931506849315068,0.4977071267921841,0.4931307630527047,-0.00824360301097234,0.6999036488448236
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:20:39_2026,right,1,0.9428571428571428,0.5065294821174032,0.5100277410232199,0.012034902969996134,0.6773950626468644
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:21:05_2026,left,0,0.057971014492753624,0.4968827480806243,0.4928809381045792,-0.00854345162709554,0.7018714296808408
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:21:56_2026,left,0,0.06349206349206349,0.49857132967958906,0.4971950203559586,-0.003366010884443919,0.6967309665781187
pi05_base_h16,0.3,train,train_natural,Sun_Aug__9_19:22:17_2026,right,1,0.949367088607595,0.5085940978089089,0.5134796160712851,0.016179459790388744,0.6733676243719926
pi05_base_h16,1.0,test,C0_natural_direct,Sun_Aug__9_19:29:02_2026,left,0,0.047619047619047616,0.4984371568458655,0.49772340809869214,-0.00910643053551515,0.6968403241903217
pi05_base_h16,1.0,test,C0_natural_direct,Sun_Aug__9_19:29:23_2026,right,1,0.9550561797752809,0.5005427534524007,0.5011132008939638,0.004452810933192571,0.6917958215763463
pi05_base_h16,1.0,test,C1_mild_exaggeration,Sun_Aug__9_19:30:32_2026,left,1,0.7802197802197801,0.5002289498074614,0.5003633793424559,0.001453517625729243,0.692612615044788
pi05_base_h16,1.0,test,C1_mild_exaggeration,Sun_Aug__9_19:31:21_2026,right,1,0.46938775510204084,0.5000932794014721,0.5007734727153409,0.00309389332930247,0.6927276820340891
pi05_base_h16,1.0,test,C2_strong_exaggeration,Sun_Aug__9_19:33:31_2026,left,1,0.9534883720930233,0.5067001554166437,0.509450645006114,0.037807082757353776,0.6777348254431357
pi05_base_h16,1.0,test,C2_strong_exaggeration,Sun_Aug__9_19:33:54_2026,right,0,0.4642857142857143,0.49957090309602964,0.4985516428479786,-0.005793444812297821,0.6942141272404084
pi05_base_h16,1.0,test,C3_extreme_exaggeration,Sun_Aug__9_19:34:35_2026,right,0,0.4855491329479768,0.49969838012449647,0.498435554543315,-0.006257802248001099,0.6939378260703701
pi05_base_h16,1.0,test,C3_extreme_exaggeration,Sun_Aug__9_19:35:12_2026,left,0,0.5074626865671641,0.500157638756205,0.4987297532468106,-0.005080997943878174,0.6931301048167813
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:07:45_2026,left,0,0.05714285714285714,0.4989083008313236,0.4982239408611645,-0.007104266434907913,0.6958120678834969
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:08:45_2026,right,1,0.9393939393939394,0.5013194706059534,0.5022467263944057,0.008986966063578924,0.689776284801703
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:09:06_2026,left,0,0.05194805194805195,0.49822644496292323,0.4977559625900783,-0.008976209908723831,0.6971946053136523
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:09:27_2026,right,1,0.9420289855072463,0.5026546829688665,0.5036457053316762,0.01458307976524035,0.6868514443146634
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:09:58_2026,right,1,0.9459459459459459,0.5012332701445379,0.5011876830224156,0.004750741024812062,0.6904397473732619
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:10:16_2026,left,0,0.06060606060606061,0.4992803699073967,0.4986061198114004,-0.005575535198052724,0.695047110900009
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:10:44_2026,right,1,0.9420289855072463,0.5013444951970378,0.5020846103914033,0.008338489880164465,0.6898632079966377
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:11:06_2026,left,0,0.05263157894736842,0.4990986336011864,0.49899005406362607,-0.004039789239565531,0.6951673058678935
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:11:26_2026,left,0,0.057971014492753624,0.4994275123632364,0.49903713968706237,-0.0038514460126558943,0.6945810819609421
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:11:48_2026,right,1,0.7674418604651163,0.5005249040636961,0.5013134135767834,0.005253666390975317,0.6917374624733613
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:12:15_2026,left,1,0.9375,0.5007399605083509,0.5012240068750666,0.00489603728055954,0.691363156469697
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:12:36_2026,right,1,0.9600000000000001,0.5027177419749214,0.5044692644748728,0.01787753403186798,0.6867879602004805
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:13:10_2026,right,1,0.9506172839506173,0.5013431968977833,0.5016349511312479,0.006539827833573023,0.6901120749495168
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:13:30_2026,left,0,0.44366197183098594,0.5000094224246621,0.49999381368979845,-2.4745240807533156e-05,0.693121669223945
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:15:02_2026,right,1,0.949367088607595,0.5008132473903998,0.5013550294296746,0.005420130987962086,0.6912405494503673
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:15:26_2026,left,1,0.9500000000000001,0.5006214600880294,0.5005607202161168,0.002242881804704666,0.6917931105472326
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:15:54_2026,right,1,0.9428571428571428,0.5018852553945422,0.5030735356406704,0.012294297417004905,0.6884928678791246
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:16:22_2026,left,1,0.9420289855072463,0.5018719824820871,0.5024640720778819,0.009856368104616802,0.6887670202631127
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:16:48_2026,right,1,0.9384615384615385,0.5021853226416394,0.5037100537560654,0.014840487390756605,0.6874667550264618
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:17:13_2026,left,0,0.0784313725490196,0.4989261841503037,0.4990400950731063,-0.003839624424775441,0.6954878283622874
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:17:36_2026,right,1,0.9375,0.5004559818607157,0.5009750230296447,0.003900097062190374,0.6919923950133255
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:17:54_2026,left,0,0.04819277108433735,0.49886546355106676,0.4988909406770724,-0.00443624456723531,0.6955993938071187
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:18:14_2026,left,0,0.04819277108433735,0.4982825539825782,0.4976461017560651,-0.009415662537018457,0.6971292730146658
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:18:37_2026,right,1,0.75,0.5002385250719065,0.5008252631208538,0.0033010554810365043,0.6925061139498044
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:18:58_2026,right,1,0.9466666666666667,0.5019614465318779,0.5023406573018322,0.00936269760131836,0.6887205017116093
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:19:18_2026,left,0,0.5977011494252874,0.5003724891004554,0.49972436610917903,-0.0011025356749693553,0.6925495594398234
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:19:42_2026,right,1,0.9506172839506173,0.5010897776545923,0.5017934583511399,0.007173864170908928,0.690474151584502
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:20:01_2026,left,0,0.4931506849315068,0.4993121003824916,0.49793911091822873,-0.00824360301097234,0.6951638528159687
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:20:39_2026,right,1,0.9428571428571428,0.501959029839021,0.5030086894279838,0.012034902969996134,0.6883915470785389
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:21:05_2026,left,0,0.057971014492753624,0.4990647955380058,0.4978641500846181,-0.00854345162709554,0.69575438183351
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:21:56_2026,left,0,0.06349206349206349,0.49957139707162945,0.499158498073409,-0.003366010884443919,0.6942208187108551
pi05_base_h16,1.0,train,train_natural,Sun_Aug__9_19:22:17_2026,right,1,0.949367088607595,0.5025786385189069,0.5040447767128908,0.016179459790388744,0.6871652543712681
pi05_base_h16,3.0,test,C0_natural_direct,Sun_Aug__9_19:29:02_2026,left,0,0.047619047619047616,0.49947904982236163,0.4992411313713992,-0.00910643053551515,0.6943765725129446
pi05_base_h16,3.0,test,C0_natural_direct,Sun_Aug__9_19:29:23_2026,right,1,0.9550561797752809,0.5001809180036186,0.5003710675096424,0.004452810933192571,0.692696445499844
pi05_base_h16,3.0,test,C1_mild_exaggeration,Sun_Aug__9_19:30:32_2026,left,1,0.7802197802197801,0.5000763166337249,0.5001211264664412,0.001453517625729243,0.6929689195994205
pi05_base_h16,3.0,test,C1_mild_exaggeration,Sun_Aug__9_19:31:21_2026,right,1,0.46938775510204084,0.5000310931446785,0.5002578244212573,0.00309389332930247,0.6930072736789279
pi05_base_h16,3.0,test,C2_strong_exaggeration,Sun_Aug__9_19:33:31_2026,left,1,0.9534883720930233,0.502233571565655,0.5031505485325111,0.037807082757353776,0.6879805109914433
pi05_base_h16,3.0,test,C2_strong_exaggeration,Sun_Aug__9_19:33:54_2026,right,0,0.4642857142857143,0.4998569673325757,0.4995172130823479,-0.005793444812297821,0.6935024201963126
pi05_base_h16,3.0,test,C3_extreme_exaggeration,Sun_Aug__9_19:34:35_2026,right,0,0.4855491329479768,0.49989945962958193,0.4994785166684197,-0.006257802248001099,0.6934102735370038
pi05_base_h16,3.0,test,C3_extreme_exaggeration,Sun_Aug__9_19:35:12_2026,left,0,0.5074626865671641,0.5000525465576013,0.49957658360589113,-0.005080997943878174,0.6931410362405115
pi05_base_h16,3.0,train,train_natural,Sun_Aug__9_19:07:45_2026,left,0,0.05714285714285714,0.49963609953453764,0.4994079780737549,-0.007104266434907913,0.694034648428791
pi05_base_h16,3.0,train,train_natural,Sun_Aug__9_19:08:45_2026,right,1,0.9393939393939394,0.5004398249548019,0.5007489132785724,0.008986966063578924,0.6920221872885095
pi05_base_h16,3.0,train,train_natural,Sun_Aug__9_19:09:06_2026,left,0,0.05194805194805195,0.4994088119563191,0.499251983065657,-0.008976209908723831,0.6944944518228474
pi05_base_h16,3.0,train,train_natural,Sun_Aug__9_19:09:27_2026,right,1,0.9420289855072463,0.5008849050208182,0.5012152542541087,0.01458307976524035,0.691043992840106
