run,temperature,split,condition,episode_id,target_side,final_correct,raw_sign_early_auc,probability_early_auc,final_true_belief,final_cumulative_margin,prefix_nll
pi05_base_h16,0.01,train,train_natural,Sun_Aug__9_19:20:39_2026,right,1,0.9428571428571428,0.6795668785949807,0.7691451059161635,0.012034902969996134,0.33863152441783795
pi05_base_h16,0.01,train,train_natural,Sun_Aug__9_19:21:05_2026,left,0,0.057971014492753624,0.40919421806071454,0.29852215559193046,-0.00854345162709554,0.9956116515552134
pi05_base_h16,0.01,train,train_natural,Sun_Aug__9_19:21:56_2026,left,0,0.06349206349206349,0.457319556654997,0.4166353488515227,-0.003366010884443919,0.8068449023102667
pi05_base_h16,0.01,train,train_natural,Sun_Aug__9_19:22:17_2026,right,1,0.949367088607595,0.7245671033198224,0.834511660381021,0.016179459790388744,0.2827164008714703
pi05_base_h16,0.03,test,C0_natural_direct,Sun_Aug__9_19:29:02_2026,left,0,0.047619047619047616,0.4482098686785688,0.42469045211189993,-0.00910643053551515,0.8242549151877535
pi05_base_h16,0.03,test,C0_natural_direct,Sun_Aug__9_19:29:23_2026,right,1,0.9550561797752809,0.5180685787534938,0.5370387838957751,0.004452810933192571,0.6494687702961605
pi05_base_h16,0.03,test,C1_mild_exaggeration,Sun_Aug__9_19:30:32_2026,left,1,0.7802197802197801,0.5076277618481827,0.5121102779415776,0.001453517625729243,0.6756796562929974
pi05_base_h16,0.03,test,C1_mild_exaggeration,Sun_Aug__9_19:31:21_2026,right,1,0.46938775510204084,0.5031079584022978,0.5257596173838147,0.00309389332930247,0.679522883006545
pi05_base_h16,0.03,test,C2_strong_exaggeration,Sun_Aug__9_19:33:31_2026,left,1,0.9534883720930233,0.702929431705169,0.7790667470103423,0.037807082757353776,0.3132732816686516
pi05_base_h16,0.03,test,C2_strong_exaggeration,Sun_Aug__9_19:33:54_2026,right,0,0.4642857142857143,0.4857423275017633,0.4518707752916357,-0.005793444812297821,0.7306941932928309
pi05_base_h16,0.03,test,C3_extreme_exaggeration,Sun_Aug__9_19:34:35_2026,right,0,0.4855491329479768,0.48999722185435735,0.44803991529304776,-0.006257802248001099,0.7217078684311435
pi05_base_h16,0.03,test,C3_extreme_exaggeration,Sun_Aug__9_19:35:12_2026,left,0,0.5074626865671641,0.5052166834780797,0.4577592753161589,-0.005080997943878174,0.6947688240884901
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:07:45_2026,left,0,0.05714285714285714,0.4637024433900862,0.441072901018265,-0.007104266434907913,0.7859853464309767
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:08:45_2026,right,1,0.9393939393939394,0.5438060686558304,0.5743363049084176,0.008986966063578924,0.5873677317357682
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:09:06_2026,left,0,0.05194805194805195,0.4412568811415536,0.4257513508077409,-0.008976209908723831,0.8371002339605367
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:09:27_2026,right,1,0.9420289855072463,0.5871794808302419,0.6191878895597157,0.01458307976524035,0.5054482277873145
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:09:58_2026,right,1,0.9459459459459459,0.5409630320491182,0.5395069824305694,0.004750741024812062,0.6071791248509882
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:10:16_2026,left,0,0.06060606060606061,0.47604467921603344,0.4536704843089358,-0.005575535198052724,0.7586630575549211
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:10:44_2026,right,1,0.9420289855072463,0.5446144222747873,0.5690434849161495,0.008338489880164465,0.590055588808047
pi05_base_h16,0.03,train,train_natural,Sun_Aug__9_19:11:06_2026,left,0,0.05263157894736842,0.4700257429773639,0.46638586869286325,-0.004039789239565531,0.7630596995922267
