episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,5,80,96,16,0.8275862068965517,10,0.21339319199323653,0.22821720242500304,-0.01482401043176651,0.005451195006211718,0.0,1.0,0.0,-0.05353612899780273,-0.008922688166300456,-0.010160682463284693,-0.011916893798427655
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,6,96,112,16,0.9655172413793104,10,0.21881649494171143,0.22101385295391082,-0.002197358012199402,0.0006788969789190538,0.0,1.0,0.0,-0.055733487010002136,-0.007961926715714591,-0.009705635351794105,-0.011571524614529278
2026_08_18_00_50_22_202653_L1_right_C0,C0,right,7,112,116,4,1.0,10,0.23659306019544601,0.26190933436155317,-0.025316274166107176,0.0057776722584741485,0.0,1.0,0.0,-0.08104976117610932,-0.010131220147013665,-0.010139264207747245,-0.011899193836894587
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,0,0,16,16,0.125,10,0.3816095799207687,0.3651337891817093,0.01647579073905945,0.02852673125743753,0.7,0.7,0.7,0.01647579073905945,0.01647579073905945,0.01647579073905945,0.01647579073905945
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,1,16,32,16,0.25,10,0.21624651849269866,0.21814028322696685,-0.0018937647342681884,0.013130677474426564,0.5,0.5,0.5,0.01458202600479126,0.00729101300239563,0.00790333151817322,0.008993257250776574
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,2,32,48,16,0.375,10,0.24603536427021028,0.24088458716869354,0.0051507771015167235,0.0015168764949094113,1.0,1.0,1.0,0.019732803106307983,0.006577601035435994,0.007116887399128506,0.008152818197673323
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,3,48,64,16,0.5,10,0.27390055954456327,0.25517291128635405,0.018727648258209228,0.0027044686663662536,1.0,1.0,1.0,0.038460451364517215,0.009615112841129304,0.009349726025874798,0.009534750010476793
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,4,64,80,16,0.625,10,0.2892374277114868,0.27150350660085676,0.017733921110630036,0.0064909883716162894,1.0,1.0,1.0,0.05619437247514725,0.011238874495029449,0.010467618703842163,0.010210474459375661
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,5,80,96,16,0.75,10,0.2546828120946884,0.2653860718011856,-0.010703259706497192,0.004787623273721414,0.0,1.0,0.0,0.045491112768650054,0.0075818521281083425,0.008542993393811312,0.009089378129737539
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,6,96,112,16,0.875,10,0.22455376535654067,0.22668436765670777,-0.0021306023001670836,0.0005087631197571316,0.0,1.0,0.0,0.04336051046848297,0.006194358638354711,0.007933073639869689,0.008690692886979082
2026_08_18_00_50_52_802516_L1_right_C1,C1,right,7,112,128,16,1.0,10,0.2402995392680168,0.2467992603778839,-0.006499721109867096,0.0015048545322051427,0.0,1.0,0.0,0.03686078935861588,0.004607598669826985,0.007532162674599223,0.008328559613973587
2026_08_18_00_51_25_610649_L1_right_C2,C2,right,0,0,16,16,0.10256410256410256,10,0.2300371542572975,0.23593528419733048,-0.005898129940032959,0.00500716495560723,0.1,0.9,0.1,-0.005898129940032959,-0.005898129940032959,-0.005898129940032959,-0.005898129940032959
2026_08_18_00_51_25_610649_L1_right_C2,C2,right,1,16,32,16,0.20512820512820512,10,0.21356159299612046,0.21921918243169786,-0.005657589435577393,0.005236869985546041,0.2,0.8,0.2,-0.011555719375610351,-0.0057778596878051754,-0.005784189701080323,-0.005795766128351994
2026_08_18_00_51_25_610649_L1_right_C2,C2,right,2,32,48,16,0.3076923076923077,10,0.2895591363310814,0.27490472197532656,0.014654414355754852,0.0018028679375277391,1.0,1.0,1.0,0.003098694980144501,0.0010328983267148338,0.00027169298242639607,-0.0008939707675483712
2026_08_18_00_51_25_610649_L1_right_C2,C2,right,3,48,64,16,0.41025641025641024,10,0.2972311437129974,0.26941473186016085,0.02781641185283661,0.005481336626163391,1.0,1.0,1.0,0.030915106832981112,0.007728776708245278,0.005942664514569675,0.0034353714867942434
2026_08_18_00_51_25_610649_L1_right_C2,C2,right,4,64,80,16,0.5128205128205128,10,0.3024008676409721,0.27798705697059634,0.024413810670375825,0.00638699875404615,1.0,1.0,1.0,0.05532891750335694,0.011065783500671387,0.008713336437940597,0.005543397668713153
