prefix,overall_accuracy,left_accuracy,right_accuracy,seed_pooled_accuracy,left_seed_pooled_accuracy,right_seed_pooled_accuracy
0.1,0.5416666666666666,1.0,0.08333333333333333,0.5416666666666666,0.9166666666666666,0.16666666666666666
0.2,0.625,1.0,0.25,0.6208333333333332,0.9916666666666667,0.25
0.3,0.7083333333333334,1.0,0.4166666666666667,0.7125,1.0,0.425
0.4,0.8333333333333334,1.0,0.6666666666666666,0.8041666666666667,1.0,0.6083333333333334
1.0,0.75,1.0,0.5,0.7583333333333333,0.9666666666666667,0.5499999999999999
