target_side,x_min,x_max,x_mean,y_min,y_max,y_mean,z_min,z_max,z_mean
left,0.588843047618866,0.7214563488960266,0.6487442515790462,-0.08593548834323883,0.06904818117618561,0.004324876063037664,0.17658962309360504,0.2022371143102646,0.18951894715428352
right,0.5687880516052246,0.7320844531059265,0.661569207906723,-0.15923099219799042,-0.020971985533833504,-0.07491465075872838,0.17448607087135315,0.19792823493480682,0.1868594866245985
