split,condition,pair_index,episode_id,target_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_left,energy_right,energy_true,energy_alternative,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,0,8,0.3,0.7,8,0.3266907036304474,0.3421857953071594,0.3266907036304474,0.3421857953071594,0.015495091676712036,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,1,8,0.3,0.7,8,0.2713446021080017,0.26656585931777954,0.2713446021080017,0.26656585931777954,-0.004778742790222168,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,2,8,0.3,0.7,8,0.3146776556968689,0.3355306088924408,0.3146776556968689,0.3355306088924408,0.0208529531955719,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,3,8,0.3,0.7,8,0.2510400116443634,0.252775102853775,0.2510400116443634,0.252775102853775,0.001735091209411621,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,4,8,0.3,0.7,8,0.18694499135017395,0.20922699570655823,0.18694499135017395,0.20922699570655823,0.022282004356384277,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,5,8,0.3,0.7,8,0.3586637079715729,0.37699639797210693,0.3586637079715729,0.37699639797210693,0.018332690000534058,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,6,8,0.3,0.7,8,0.29532578587532043,0.31925711035728455,0.29532578587532043,0.31925711035728455,0.02393132448196411,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,7,8,0.3,0.7,8,0.2971597909927368,0.311192125082016,0.2971597909927368,0.311192125082016,0.014032334089279175,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,8,8,0.3,0.7,8,0.15351563692092896,0.17115947604179382,0.15351563692092896,0.17115947604179382,0.017643839120864868,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,0,pregrasp,0,16,16,0.125,0.10738255033557047,9,8,0.3,0.7,8,0.3145795464515686,0.3205077648162842,0.3145795464515686,0.3205077648162842,0.005928218364715576,0.37187665700912476,0.025239121168851852,0.4779358208179474
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,0,8,0.3,0.7,8,0.2917887568473816,0.31772351264953613,0.2917887568473816,0.31772351264953613,0.02593475580215454,0.4006977677345276,0.07220770418643951,0.43831801414489746
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,1,8,0.3,0.7,8,0.21097274124622345,0.23845267295837402,0.21097274124622345,0.23845267295837402,0.027479931712150574,0.4006977677345276,0.07220770418643951,0.43831801414489746
test,C0_natural_direct,0,00_L0_C1_left,left,pick up the left block,1,pregrasp,16,32,16,0.25,0.21476510067114093,2,8,0.3,0.7,8,0.25358647108078003,0.2868751287460327,0.25358647108078003,0.2868751287460327,0.033288657665252686,0.4006977677345276,0.07220770418643951,0.43831801414489746
