condition,target,init_state_index,repeat_index,success,policy_steps,policy_queries,eef_path_length_m,action_total_variation_l2,first_guidance_scale,mean_post_first_guidance_scale,max_post_first_guidance_scale,belief_negative_after_first_chunk,initial_observation_sha256,metadata_path
base,bowl_stove,33,1,True,89,18,0.805932303180167,10.498186011026878,0.0,0.0,0.0,nan,cf9683a080eb329fca0ac6ce0988d0dda2fb67a3c9ad1d28b86c8e836c7af5cc,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init33_repeat1_success.json
base,bowl_stove,34,0,True,88,18,0.8296840939045047,10.417637731854821,0.0,0.0,0.0,nan,e4e475453d98865fc8ec968c8dc420883625fffffa723f9bce8a792911cf6f9b,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init34_repeat0_success.json
base,bowl_stove,34,1,True,87,18,0.7961136938867772,10.35101478639053,0.0,0.0,0.0,nan,e4e475453d98865fc8ec968c8dc420883625fffffa723f9bce8a792911cf6f9b,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init34_repeat1_success.json
base,bowl_stove,35,0,True,93,19,0.7952337257333844,16.775256504052223,0.0,0.0,0.0,nan,cde0b770328d28cd12611f19f9b6f1b85f5f25981cc2d1f0a8f536dfe56fa215,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init35_repeat0_success.json
base,bowl_stove,35,1,True,90,18,0.8129030371416647,10.131777725117981,0.0,0.0,0.0,nan,cde0b770328d28cd12611f19f9b6f1b85f5f25981cc2d1f0a8f536dfe56fa215,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init35_repeat1_success.json
base,bowl_stove,36,0,True,89,18,0.8646645501327518,10.700966044569931,0.0,0.0,0.0,nan,79c3d19c8bd09b7bd8abdad9c487e618ea6367fe274cfe0f892653167ce0c62f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init36_repeat0_success.json
base,bowl_stove,36,1,True,130,26,1.095151784519195,21.338593327205345,0.0,0.0,0.0,nan,79c3d19c8bd09b7bd8abdad9c487e618ea6367fe274cfe0f892653167ce0c62f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init36_repeat1_success.json
base,bowl_stove,37,0,True,89,18,0.8545471306817259,10.939924495932251,0.0,0.0,0.0,nan,00ac18f55a4d2e73dfd564943a73c8b2ba35b070c3a949b23b1de6d25e7ba00f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init37_repeat0_success.json
base,bowl_stove,37,1,True,87,18,0.8319092831910099,10.973371411950636,0.0,0.0,0.0,nan,00ac18f55a4d2e73dfd564943a73c8b2ba35b070c3a949b23b1de6d25e7ba00f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init37_repeat1_success.json
base,bowl_stove,38,0,True,96,20,0.8749536394065227,11.550259971465758,0.0,0.0,0.0,nan,37f62ccb2e9727df9e18290958642b6046e5d8643f73f35bd0ba908871c0c283,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init38_repeat0_success.json
base,bowl_stove,38,1,True,88,18,0.8350664827637151,10.771020147765373,0.0,0.0,0.0,nan,37f62ccb2e9727df9e18290958642b6046e5d8643f73f35bd0ba908871c0c283,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init38_repeat1_success.json
base,bowl_stove,39,0,True,84,17,0.7786497328256141,10.449076320255061,0.0,0.0,0.0,nan,627c7e37bdc6119f40fff604fe3fdf0c4625368ef71a0a80e1f36ea9743bb4b7,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init39_repeat0_success.json
base,bowl_stove,39,1,True,82,17,0.772339362263155,10.085049919762868,0.0,0.0,0.0,nan,627c7e37bdc6119f40fff604fe3fdf0c4625368ef71a0a80e1f36ea9743bb4b7,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init39_repeat1_success.json
base,bowl_stove,3,0,True,80,16,0.7601908970839542,10.033625281438637,0.0,0.0,0.0,nan,ac80c4c86a4e97f4ccccf5147a3a3fca14dec9955683db5d966d3ed0350d9bd3,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init3_repeat0_success.json
base,bowl_stove,3,1,True,88,18,0.7731644643703434,16.64005125027197,0.0,0.0,0.0,nan,ac80c4c86a4e97f4ccccf5147a3a3fca14dec9955683db5d966d3ed0350d9bd3,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init3_repeat1_success.json
base,bowl_stove,40,0,True,84,17,0.7778904459372457,10.537227719279606,0.0,0.0,0.0,nan,dcb68913457550428dca1caa38b03189deb3f3eb4aad87132410313faad4ff9d,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init40_repeat0_success.json
base,bowl_stove,40,1,True,85,17,0.7819613136370054,12.479181959998925,0.0,0.0,0.0,nan,dcb68913457550428dca1caa38b03189deb3f3eb4aad87132410313faad4ff9d,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init40_repeat1_success.json
base,bowl_stove,41,0,True,85,17,0.7527016874624838,9.935842089113365,0.0,0.0,0.0,nan,b6637951518b4b22d107e7492a32e3036d68621f0c3d70d01d6748b46c968307,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init41_repeat0_success.json
base,bowl_stove,41,1,True,75,15,0.6693471972366772,9.22589349379463,0.0,0.0,0.0,nan,b6637951518b4b22d107e7492a32e3036d68621f0c3d70d01d6748b46c968307,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init41_repeat1_success.json
base,bowl_stove,42,0,True,85,17,0.8111369568883715,10.2922978897087,0.0,0.0,0.0,nan,2350a00c4dd390cf989d9335826906c81565afa4402e51d0a7cfb7b04ae6bc7c,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init42_repeat0_success.json
base,bowl_stove,42,1,True,82,17,0.7715055166423702,10.032642541908785,0.0,0.0,0.0,nan,2350a00c4dd390cf989d9335826906c81565afa4402e51d0a7cfb7b04ae6bc7c,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init42_repeat1_success.json
base,bowl_stove,43,0,True,82,17,0.8100268644593387,10.092599032419406,0.0,0.0,0.0,nan,f0b31912527a12be1e7c7ef781182fa8f348db41b0cf6482b036e568f83286b4,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init43_repeat0_success.json
base,bowl_stove,43,1,True,82,17,0.7690897920909883,9.6056370642053,0.0,0.0,0.0,nan,f0b31912527a12be1e7c7ef781182fa8f348db41b0cf6482b036e568f83286b4,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init43_repeat1_success.json
base,bowl_stove,44,0,True,85,17,0.8163181023299108,10.41191667573705,0.0,0.0,0.0,nan,1856df99dee2c544292fefc873be52aad4475f77507bedcbd9d9c9eb2423b090,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init44_repeat0_success.json
base,bowl_stove,44,1,True,85,17,0.8175263472563642,10.494304640726659,0.0,0.0,0.0,nan,1856df99dee2c544292fefc873be52aad4475f77507bedcbd9d9c9eb2423b090,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init44_repeat1_success.json
base,bowl_stove,45,0,True,88,18,0.8413815327725354,10.285163876915972,0.0,0.0,0.0,nan,ae8065d8a5dc060969608b2b44542aa5279acb7d928e882e01f0f4f8e81e6e62,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init45_repeat0_success.json
base,bowl_stove,45,1,True,88,18,0.855427145797194,10.365355283606947,0.0,0.0,0.0,nan,ae8065d8a5dc060969608b2b44542aa5279acb7d928e882e01f0f4f8e81e6e62,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init45_repeat1_success.json
base,bowl_stove,46,0,True,88,18,0.8334163812744374,10.653276833331935,0.0,0.0,0.0,nan,d114cdbcd92501eb504b0de879b093b9f553cd5856b733fd13fdb0afc89c8837,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init46_repeat0_success.json
base,bowl_stove,46,1,True,116,24,0.9429978635001837,18.33452678177442,0.0,0.0,0.0,nan,d114cdbcd92501eb504b0de879b093b9f553cd5856b733fd13fdb0afc89c8837,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init46_repeat1_success.json
base,bowl_stove,47,0,True,86,18,0.7877965825416775,10.124157630000923,0.0,0.0,0.0,nan,f937be289c8b02c5987f83c949b12bf3314b948d91d754caeba55835d3b0f60f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init47_repeat0_success.json
base,bowl_stove,47,1,True,91,19,0.8049227418319901,10.220632219482539,0.0,0.0,0.0,nan,f937be289c8b02c5987f83c949b12bf3314b948d91d754caeba55835d3b0f60f,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init47_repeat1_success.json
base,bowl_stove,48,0,True,90,18,0.7856478688186227,10.394446188913978,0.0,0.0,0.0,nan,65358764b580387ccc1a995182e1ce5aeb72a3383bf4b55b7f1a13527288480c,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init48_repeat0_success.json
base,bowl_stove,48,1,True,87,18,0.7913819201400911,10.404876090222693,0.0,0.0,0.0,nan,65358764b580387ccc1a995182e1ce5aeb72a3383bf4b55b7f1a13527288480c,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init48_repeat1_success.json
base,bowl_stove,49,0,True,88,18,0.795684388843257,10.973982412768557,0.0,0.0,0.0,nan,c61d00093ba888cde5f8e34cf26f8446524d5d65a3eb1d08ce3749e346912dc9,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init49_repeat0_success.json
base,bowl_stove,49,1,True,85,17,0.8465062437445267,10.641345488418947,0.0,0.0,0.0,nan,c61d00093ba888cde5f8e34cf26f8446524d5d65a3eb1d08ce3749e346912dc9,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init49_repeat1_success.json
base,bowl_stove,4,0,True,83,17,0.7783460887398302,10.603011140629143,0.0,0.0,0.0,nan,0337165c954b0c0eebbeda62f28f93ab0e039197610fbd52fe397953bf3afe40,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init4_repeat0_success.json
base,bowl_stove,4,1,True,83,17,0.7517074771753618,10.455228906175016,0.0,0.0,0.0,nan,0337165c954b0c0eebbeda62f28f93ab0e039197610fbd52fe397953bf3afe40,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init4_repeat1_success.json
base,bowl_stove,5,0,True,84,17,0.8214647629106003,10.291761469300067,0.0,0.0,0.0,nan,7bdc18b55c1eb52b6e85287729deabb7ec43169ec582f2e2967f246c5c605e07,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init5_repeat0_success.json
base,bowl_stove,5,1,True,84,17,0.8251811414651418,10.296650668517383,0.0,0.0,0.0,nan,7bdc18b55c1eb52b6e85287729deabb7ec43169ec582f2e2967f246c5c605e07,artifacts/goal_cream_bowl_steering_formal_100/goal_cream_bowl_base_bowl_stove_init5_repeat1_success.json
