episode_id,target_side_base,target_side_exterior_camera,chunk_index,progress_pregrasp,seed,visual_condition,energy_left,energy_right,margin_left_minus_right
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,4,wrist_hflip,0.2701851725578308,0.3150739073753357,-0.04488873481750488
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,4,both_hflip,0.3050363063812256,0.35292214155197144,-0.04788583517074585
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,5,original,0.2309296727180481,0.32385164499282837,-0.09292197227478027
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,5,exterior_hflip,0.25895532965660095,0.3543890416622162,-0.09543371200561523
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,5,wrist_hflip,0.25570356845855713,0.2744586765766144,-0.01875510811805725
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,5,both_hflip,0.2905882000923157,0.3259265422821045,-0.03533834218978882
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,6,original,0.24745935201644897,0.3762587010860443,-0.12879934906959534
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,6,exterior_hflip,0.28518739342689514,0.39110687375068665,-0.1059194803237915
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,6,wrist_hflip,0.29579776525497437,0.3583824932575226,-0.06258472800254822
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,6,both_hflip,0.3378596305847168,0.40915682911872864,-0.07129719853401184
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,7,original,0.19287008047103882,0.31767287850379944,-0.12480279803276062
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,7,exterior_hflip,0.21682533621788025,0.32108378410339355,-0.1042584478855133
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,7,wrist_hflip,0.2253735363483429,0.2735450267791748,-0.04817149043083191
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,7,both_hflip,0.26161378622055054,0.31766223907470703,-0.056048452854156494
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,8,original,0.14039871096611023,0.24710899591445923,-0.106710284948349
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,8,exterior_hflip,0.169847309589386,0.26173660159111023,-0.09188929200172424
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,8,wrist_hflip,0.17737235128879547,0.21317052841186523,-0.03579817712306976
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,8,both_hflip,0.2197921872138977,0.2550927400588989,-0.03530055284500122
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,9,original,0.1751570999622345,0.26773327589035034,-0.09257617592811584
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,9,exterior_hflip,0.20174875855445862,0.27282026410102844,-0.07107150554656982
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,9,wrist_hflip,0.195075124502182,0.2325952649116516,-0.037520140409469604
2026_08_17_02_29_03_938361_L1_left_C2,left,right,1,0.20512820512820512,9,both_hflip,0.22972191870212555,0.27765002846717834,-0.047928109765052795
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,0,original,0.4042193293571472,0.4779863953590393,-0.07376706600189209
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,0,exterior_hflip,0.3664672374725342,0.498760461807251,-0.1322932243347168
2026_08_17_02_29_03_938361_L1_left_C2,left,right,2,0.3076923076923077,0,wrist_hflip,0.3246116638183594,0.367597371339798,-0.0429857075214386
