episode_id,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_blue_mean,energy_red_mean,local_margin_blue_minus_red_mean,local_margin_seed_sd,red_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,cartesian_x,cartesian_y,cartesian_z,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,0,0,16,16,0.13793103448275862,10,0.3036541521549225,0.28725052773952486,0.016403624415397645,0.006497156048134395,1.0,1.0,0.0,0.38145551085472107,0.0021811791229993105,0.4664916396141052,0.016403624415397645,0.016403624415397645,0.016403624415397645,0.016403624415397645
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,1,16,32,16,0.27586206896551724,10,0.2779542490839958,0.2579753741621971,0.019978874921798707,0.011962313922225784,1.0,1.0,0.0,0.42407873272895813,0.005680404137820005,0.41256415843963623,0.03638249933719635,0.018191249668598176,0.018072074651718138,0.017859943360185922
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,2,32,48,16,0.41379310344827586,10,0.30156092941761015,0.28283812701702116,0.01872280240058899,0.01383227397253601,1.0,1.0,0.0,0.47257158160209656,0.01141748670488596,0.3632127642631531,0.05510530173778534,0.018368433912595114,0.01825799686568124,0.018048670538130515
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,3,48,64,16,0.5517241379310345,10,0.2961398333311081,0.2666307955980301,0.029509037733078003,0.03220818850251833,0.8,0.8,0.2,0.5210071206092834,0.018530013039708138,0.31376373767852783,0.08461433947086335,0.021153584867715836,0.02042165857094985,0.019546325433996013
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,4,64,80,16,0.6896551724137931,10,0.1882623016834259,0.22161126583814622,-0.03334896415472031,0.006383062275959945,0.0,1.0,1.0,0.569491982460022,0.026051515713334084,0.2639348804950714,0.05126537531614304,0.010253075063228607,0.013252242207527161,0.01518702618653753
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,5,80,96,16,0.8275862068965517,10,0.21671107709407805,0.2459866777062416,-0.029275600612163544,0.010808588833491414,0.0,1.0,1.0,0.6181511878967285,0.03348023071885109,0.214024618268013,0.021989774703979493,0.003664962450663249,0.009386074678464371,0.012803573890800035
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,6,96,112,16,0.9655172413793104,10,0.21906494200229645,0.2128073677420616,0.006257574260234833,0.006629893521517,0.9,0.9,0.1,0.6420998573303223,0.037117213010787964,0.18957950174808502,0.028247348964214325,0.0040353355663163325,0.00920730322599411,0.012570971573165614
2026_08_18_00_40_18_199635_L1_left_C0,L1,C0,0.0,0.0,blue,left,left,right,pick up the blue block,7,112,116,4,1.0,10,0.21293733566999434,0.24585410356521606,-0.03291676789522171,0.006832260959762718,0.0,1.0,1.0,0.642103910446167,0.03714887425303459,0.1895769089460373,-0.004669418931007384,-0.000583677366375923,0.008037190139293672,0.011486562420213738
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,0,0,16,16,0.125,10,0.42422676384449004,0.37760876417160033,0.04661799967288971,0.020403682226238513,1.0,1.0,0.0,0.37176400423049927,0.024138767272233963,0.4780213534832001,0.04661799967288971,0.04661799967288971,0.04661799967288971,0.04661799967288971
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,1,16,32,16,0.25,10,0.34584259390830996,0.31129536777734756,0.03454722613096237,0.006788567274772459,1.0,1.0,0.0,0.4015202820301056,0.07162616401910782,0.4381272494792938,0.08116522580385208,0.04058261290192604,0.04098497201999029,0.04170117044487199
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,2,32,48,16,0.375,10,0.2986921012401581,0.25903290063142775,0.039659200608730315,0.011331598216667044,1.0,1.0,0.0,0.44498148560523987,0.10130584985017776,0.39268290996551514,0.1208244264125824,0.04027480880419413,0.040606180188201724,0.04125454453429107
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,3,48,64,16,0.5,10,0.2401895597577095,0.2111878827214241,0.029001677036285402,0.00955022525536535,1.0,1.0,0.0,0.49236437678337097,0.11124811321496964,0.343144953250885,0.1498261034488678,0.03745652586221695,0.03837454496667935,0.03965332472303846
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,4,64,80,16,0.625,10,0.28800066113471984,0.27919246852397916,0.008808192610740662,0.01764917701732842,0.6,0.6,0.4,0.5397839546203613,0.10149547457695007,0.2944670021533966,0.15863429605960847,0.03172685921192169,0.03443236465255419,0.03711126167261551
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,5,80,96,16,0.75,10,0.30951187163591387,0.3047296181321144,0.004782253503799438,0.01056294974252668,0.8,0.8,0.2,0.5860797762870789,0.07936312258243561,0.24705712497234344,0.1634165495634079,0.027236091593901317,0.03173690000266739,0.03537824105987178
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,6,96,112,16,0.875,10,0.217805315554142,0.2921354308724403,-0.07433011531829833,0.01499472358025006,0.0,1.0,1.0,0.6308411359786987,0.05108407512307167,0.20063655078411102,0.08908643424510956,0.012726633463587081,0.02567592769861221,0.03147991851211722
2026_08_18_00_40_47_448240_L1_left_C1,L1,C1,2.0,0.1694548757406934,blue,left,left,right,pick up the blue block,7,112,128,16,1.0,10,0.23242941945791246,0.2506477579474449,-0.01821833848953247,0.004611971305847055,0.0,1.0,1.0,0.6416903734207153,0.04551628977060318,0.18981871008872986,0.07086809575557709,0.008858511969447137,0.0244566425267193,0.03029513233878368
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,0,0,16,16,0.10256410256410256,10,0.2793697163462639,0.2637482687830925,0.015621447563171386,0.0074455712645953515,1.0,1.0,0.0,0.36759650707244873,0.02888830192387104,0.4837019145488739,0.015621447563171386,0.015621447563171386,0.015621447563171386,0.015621447563171386
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,1,16,32,16,0.20512820512820512,10,0.30666996240615846,0.2676563233137131,0.039013639092445374,0.010703737624846858,1.0,1.0,0.0,0.3805505037307739,0.09226934611797333,0.46029794216156006,0.05463508665561676,0.02731754332780838,0.026701959340195907,0.025576169716628856
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,2,32,48,16,0.3076923076923077,10,0.285933293402195,0.2562213197350502,0.029711973667144776,0.011175793373169736,1.0,1.0,0.0,0.4057614803314209,0.15066082775592804,0.4343278408050537,0.08434706032276154,0.028115686774253846,0.027593815437069645,0.026567499090645263
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,3,48,64,16,0.41025641025641024,10,0.3055060297250748,0.28831506073474883,0.017190968990325926,0.005555080663366925,1.0,1.0,0.0,0.4428104758262634,0.19503237307071686,0.3963809311389923,0.10153802931308747,0.02538450732827187,0.02545205293332829,0.02515357826279795
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,4,64,80,16,0.5128205128205128,10,0.33427096903324127,0.35539954900741577,-0.0211285799741745,0.011252031276136344,0.0,1.0,1.0,0.48838263750076294,0.20613457262516022,0.3470667600631714,0.08040944933891297,0.016081889867782594,0.018464957997202873,0.0205028985594381
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,5,80,96,16,0.6153846153846154,10,0.2683013007044792,0.27909633666276934,-0.0107950359582901,0.004909804311955931,0.0,1.0,1.0,0.5324440598487854,0.18101727962493896,0.30137336254119873,0.06961441338062288,0.011602402230103814,0.015213847557703655,0.018334458459979153
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,6,96,112,16,0.717948717948718,10,0.25453062206506727,0.28719399869441986,-0.03266337662935257,0.0018225013010544895,0.0,1.0,1.0,0.5720928311347961,0.13920675218105316,0.2614020109176636,0.03695103675127031,0.005278719535895759,0.011305502726107227,0.015844698659277134
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,7,112,128,16,0.8205128205128205,10,0.29432145953178407,0.34178306460380553,-0.04746160507202148,0.014660704456141153,0.0,1.0,1.0,0.6079201102256775,0.09196759760379791,0.22485566139221191,-0.010510568320751174,-0.0013138210400938967,0.007915092660830571,0.013634993163297558
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,8,128,144,16,0.9230769230769231,10,0.27735850512981414,0.3673270881175995,-0.08996858298778534,0.010359619830289846,0.0,1.0,1.0,0.6397852897644043,0.046662308275699615,0.19193053245544434,-0.10047915130853652,-0.011164350145392946,0.004289771340511463,0.011023514473988845
2026_08_18_00_41_27_880068_L1_left_C2,L1,C2,4.0,0.3389097514813868,blue,left,left,right,pick up the blue block,9,144,156,12,1.0,10,0.233252614736557,0.24179267585277558,-0.008540061116218568,0.00800776420877012,0.1,0.9,0.9,0.6416018009185791,0.0453813299536705,0.18999965488910675,-0.10901921242475508,-0.010901921242475509,0.0040565016594800085,0.010664892693765445
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,0,0,16,16,0.13793103448275862,10,0.24876465797424316,0.2401069924235344,0.00865766555070877,0.008483310705954514,0.8,0.8,0.8,0.3815579116344452,0.00301348976790905,0.4665829539299011,0.00865766555070877,0.00865766555070877,0.00865766555070877,0.00865766555070877
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,1,16,32,16,0.27586206896551724,10,0.2783226057887077,0.278132452070713,0.00019015371799468994,0.007199771163484927,0.4,0.4,0.4,0.4242797791957855,-0.005438078194856644,0.41251233220100403,0.00884781926870346,0.00442390963435173,0.004706160028775533,0.005208565165960197
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,2,32,48,16,0.41379310344827586,10,0.23507973700761794,0.2574388161301613,-0.022359079122543334,0.019361023296670016,0.1,0.9,0.1,0.47261476516723633,-0.012407111003994942,0.3632495403289795,-0.013511259853839873,-0.004503753284613291,-0.003026765443029857,-0.0008211146143192116
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,3,48,64,16,0.5517241379310345,10,0.2130521982908249,0.24190862029790877,-0.028856422007083892,0.011344110389446967,0.0,1.0,0.0,0.5210484862327576,-0.01958276890218258,0.31362223625183105,-0.04236768186092377,-0.010591920465230942,-0.007994007089963324,-0.004484803103495976
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,4,64,80,16,0.6896551724137931,10,0.22245958372950553,0.2312985122203827,-0.00883892849087715,0.009161772119102168,0.2,0.8,0.2,0.569607675075531,-0.027412086725234985,0.2638426423072815,-0.05120661035180092,-0.010241322070360184,-0.008106663276751835,-0.004843642910823539
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,5,80,96,16,0.8275862068965517,10,0.3021275013685226,0.266894169151783,0.03523333221673965,0.006758980337096194,1.0,1.0,1.0,0.6180645823478699,-0.036204639822244644,0.21442626416683197,-0.015973278135061268,-0.0026622130225102112,-0.004166663686434428,-0.0026952867462976143
2026_08_18_00_45_28_073578_L1_right_C0,L1,C0,0.0,0.0,red,right,left,right,pick up the red block,6,96,112,16,0.9655172413793104,10,0.22837203592061997,0.18730737492442132,0.041064660996198654,0.012390784966413182,1.0,1.0,1.0,0.6416376829147339,-0.03995240107178688,0.18963845074176788,0.025091382861137386,0.0035844832658767692,-0.0015820165617125373,-0.0011403423773828061
