decision,grouping,level,num_trajectories,accuracy,seed_pooled_accuracy,predicted_blue_rate,predicted_right_rate,mean_score_blue_minus_red
40pct,condition_x_target_color,C0/red,4,0.75,0.775,0.25,0.75,0.0875609015673399
40pct,condition_x_target_color,C1/blue,4,0.25,0.2,0.25,0.75,0.08476396910846233
40pct,condition_x_target_color,C1/red,4,0.5,0.525,0.5,0.5,0.022157211825251592
40pct,condition_x_target_color,C2/blue,4,0.0,0.0,0.0,0.5,0.12747388690710068
40pct,condition_x_target_color,C2/red,4,0.75,0.6,0.25,0.25,0.030534091945737602
100pct,overall,all,24,0.7083333333333334,0.7458333333333332,0.375,0.7916666666666666,0.09652645404761036
100pct,target_color,blue,12,0.5833333333333334,0.6083333333333333,0.5833333333333334,0.9166666666666666,0.02014518467088539
100pct,target_color,red,12,0.8333333333333334,0.8833333333333333,0.16666666666666666,0.6666666666666666,0.17290772342433533
100pct,target_side,left,12,0.4166666666666667,0.5166666666666666,0.25,0.5833333333333334,0.11447111510982115
100pct,target_side,right,12,1.0,0.975,0.5,1.0,0.07858179298539955
100pct,layout,L1,12,0.6666666666666666,0.7416666666666666,0.5,0.8333333333333334,0.03433251852790515
100pct,layout,L3,12,0.75,0.75,0.25,0.75,0.15872038956731557
100pct,blue_side,left,12,0.5833333333333334,0.6333333333333333,0.08333333333333333,0.9166666666666666,0.20019206044574578
100pct,blue_side,right,12,0.8333333333333334,0.8583333333333334,0.6666666666666666,0.6666666666666666,-0.0071391523505250675
100pct,condition,C0,8,0.875,0.8375,0.375,0.625,0.13166073700413106
100pct,condition,C1,8,0.625,0.6625,0.375,0.875,0.08373325457796453
100pct,condition,C2,8,0.625,0.7375,0.375,0.875,0.07418537056073546
100pct,target_color_x_side,blue/left,6,0.16666666666666666,0.26666666666666666,0.16666666666666666,0.8333333333333334,0.1417554521312316
100pct,target_color_x_side,blue/right,6,1.0,0.9500000000000001,1.0,1.0,-0.10146508278946081
100pct,target_color_x_side,red/left,6,0.6666666666666666,0.7666666666666666,0.3333333333333333,0.3333333333333333,0.08718677808841069
100pct,target_color_x_side,red/right,6,1.0,1.0,0.0,1.0,0.2586286687602599
100pct,layout_x_side,L1/left,6,0.3333333333333333,0.5333333333333333,0.5,0.6666666666666666,0.02040871518353621
100pct,layout_x_side,L1/right,6,1.0,0.9500000000000001,0.5,1.0,0.04825632187227407
100pct,layout_x_side,L3/left,6,0.5,0.5,0.0,0.5,0.2085335150361061
100pct,layout_x_side,L3/right,6,1.0,1.0,0.5,1.0,0.10890726409852504
100pct,layout_x_blue_side,L1/left,6,0.6666666666666666,0.7666666666666666,0.16666666666666666,0.8333333333333334,0.08570005459090073
100pct,layout_x_blue_side,L1/right,6,0.6666666666666666,0.7166666666666667,0.8333333333333334,0.8333333333333334,-0.017035017535090447
100pct,layout_x_blue_side,L3/left,6,0.5,0.5,0.0,1.0,0.3146840663005908
100pct,layout_x_blue_side,L3/right,6,1.0,1.0,0.5,0.5,0.002756712834040322
100pct,condition_x_side,C0/left,4,0.75,0.75,0.25,0.25,0.1125363552942872
100pct,condition_x_side,C0/right,4,1.0,0.925,0.5,1.0,0.15078511871397493
100pct,condition_x_side,C1/left,4,0.25,0.325,0.25,0.75,0.08088879268616436
100pct,condition_x_side,C1/right,4,1.0,1.0,0.5,1.0,0.0865777164697647
100pct,condition_x_side,C2/left,4,0.25,0.475,0.25,0.75,0.1499881973490119
100pct,condition_x_side,C2/right,4,1.0,1.0,0.5,1.0,-0.0016174562275409615
100pct,condition_x_target_color,C0/blue,4,0.75,0.675,0.75,0.75,0.002801613509655007
100pct,condition_x_target_color,C0/red,4,1.0,1.0,0.0,0.5,0.26051986049860715
100pct,condition_x_target_color,C1/blue,4,0.5,0.55,0.5,1.0,0.0047708030790090394
100pct,condition_x_target_color,C1/red,4,0.75,0.775,0.25,0.75,0.16269570607692002
100pct,condition_x_target_color,C2/blue,4,0.5,0.6,0.5,1.0,0.05286313742399216
100pct,condition_x_target_color,C2/red,4,0.75,0.875,0.25,0.75,0.09550760369747878
flat,overall,all,24,0.7083333333333334,0.7458333333333332,0.375,0.7916666666666666,0.011040090799468069
flat,target_color,blue,12,0.5833333333333334,0.6083333333333333,0.5833333333333334,0.9166666666666666,0.0020307256198591646
flat,target_color,red,12,0.8333333333333334,0.8833333333333333,0.16666666666666666,0.6666666666666666,0.020049455979076976
flat,target_side,left,12,0.4166666666666667,0.5166666666666666,0.25,0.5833333333333334,0.012519670115573714
flat,target_side,right,12,1.0,0.975,0.5,1.0,0.009560511483362427
flat,layout,L1,12,0.6666666666666666,0.7416666666666666,0.5,0.8333333333333334,0.00439077652990818
flat,layout,L3,12,0.75,0.75,0.25,0.75,0.01768940506902796
flat,blue_side,left,12,0.5833333333333334,0.6333333333333333,0.08333333333333333,0.9166666666666666,0.02295143997296691
flat,blue_side,right,12,0.8333333333333334,0.8583333333333334,0.6666666666666666,0.6666666666666666,-0.0008712583740307667
flat,condition,C0,8,0.875,0.8375,0.375,0.625,0.016457592125516382
flat,condition,C1,8,0.625,0.6625,0.375,0.875,0.009445333333375551
flat,condition,C2,8,0.625,0.7375,0.375,0.875,0.007217346939512275
flat,target_color_x_side,blue/left,6,0.16666666666666666,0.26666666666666666,0.16666666666666666,0.8333333333333334,0.015421654109463646
flat,target_color_x_side,blue/right,6,1.0,0.9500000000000001,1.0,1.0,-0.011360202869745317
flat,target_color_x_side,red/left,6,0.6666666666666666,0.7666666666666666,0.3333333333333333,0.3333333333333333,0.009617686121683781
flat,target_color_x_side,red/right,6,1.0,1.0,0.0,1.0,0.03048122583647017
flat,layout_x_side,L1/left,6,0.3333333333333333,0.5333333333333333,0.5,0.6666666666666666,0.0024613662405560412
flat,layout_x_side,L1/right,6,1.0,0.9500000000000001,0.5,1.0,0.006320186819260318
flat,layout_x_side,L3/left,6,0.5,0.5,0.0,0.5,0.022577973990591388
flat,layout_x_side,L3/right,6,1.0,1.0,0.5,1.0,0.012800836147464535
flat,layout_x_blue_side,L1/left,6,0.6666666666666666,0.7666666666666666,0.16666666666666666,0.8333333333333334,0.010342170679941773
flat,layout_x_blue_side,L1/right,6,0.6666666666666666,0.7166666666666667,0.8333333333333334,0.8333333333333334,-0.001560617620125413
flat,layout_x_blue_side,L3/left,6,0.5,0.5,0.0,1.0,0.035560709265992044
flat,layout_x_blue_side,L3/right,6,1.0,1.0,0.5,0.5,-0.0001818991279361216
flat,condition_x_side,C0/left,4,0.75,0.75,0.25,0.25,0.0140670444117859
flat,condition_x_side,C0/right,4,1.0,0.925,0.5,1.0,0.018848139839246866
flat,condition_x_side,C1/left,4,0.25,0.325,0.25,0.75,0.008895526433156595
