episode_id,layout_id,condition,alpha_normalized,alpha_m,target_color,target_side,blue_block_side,red_block_side,instruction,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_blue_mean,energy_red_mean,local_margin_blue_minus_red_mean,local_margin_seed_sd,red_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,cartesian_x,cartesian_y,cartesian_z,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,0.0,0.0,red,left,right,left,pick up the red block,6,96,112,16,0.9333333333333333,10,0.18925658166408538,0.17422447055578233,0.01503211110830307,0.00652566111024879,1.0,1.0,1.0,0.6669975519180298,0.03684023767709732,0.18876275420188904,0.0504651367664337,0.0072093052523476715,0.006215259517942156,0.013443396411475277
2026_08_18_00_54_32_747715_L3_left_C0,L3,C0,0.0,0.0,red,left,right,left,pick up the red block,7,112,120,8,1.0,10,0.2863907143473625,0.2290821298956871,0.057308584451675415,0.007565835659606617,1.0,1.0,1.0,0.6673650741577148,0.03694906830787659,0.18875820934772491,0.10777372121810912,0.01347171515226364,0.007634518543879191,0.014489124600272315
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,0,0,16,16,0.12121212121212122,10,0.39754962027072904,0.335438534617424,0.06211108565330505,0.011007862248723733,1.0,1.0,1.0,0.37314075231552124,0.023768117651343346,0.4784599244594574,0.06211108565330505,0.06211108565330505,0.06211108565330505,0.06211108565330505
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,1,16,32,16,0.24242424242424243,10,0.25143080949783325,0.2881958857178688,-0.03676507622003555,0.025535502965644948,0.1,0.9,0.1,0.4038473963737488,0.0703820139169693,0.43927133083343506,0.0253460094332695,0.01267300471663475,0.015581127124674181,0.02083722981671773
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,2,32,48,16,0.36363636363636365,10,0.2701402470469475,0.2254990741610527,0.044641172885894774,0.014598967024397527,1.0,1.0,1.0,0.44933807849884033,0.09989716112613678,0.3961505889892578,0.06998718231916427,0.023329060773054758,0.024056973805030187,0.02631778340707586
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,3,48,64,16,0.48484848484848486,10,0.279040963947773,0.23096044212579728,0.04808052182197571,0.019314321478290864,1.0,1.0,1.0,0.4987024962902069,0.11113292723894119,0.3484199643135071,0.11806770414113998,0.029516926035284996,0.028861683408419297,0.0293996134761468
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,4,64,80,16,0.6060606060606061,10,0.26294026970863343,0.2655534312129021,-0.002613161504268646,0.016538653657589424,0.4,0.6,0.4,0.5481463670730591,0.10383964329957962,0.3011757433414459,0.11545454263687134,0.02309090852737427,0.02436527699232102,0.026450566815216407
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,5,80,96,16,0.7272727272727273,10,0.2840750768780708,0.3186606377363205,-0.03458556085824967,0.013947808294390532,0.0,1.0,0.0,0.596831738948822,0.08435702323913574,0.2551853358745575,0.08086898177862167,0.013478163629770279,0.018319037212775308,0.022671190000728026
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,6,96,112,16,0.8484848484848485,10,0.23622436374425887,0.2982801407575607,-0.06205577701330185,0.019220513875369088,0.0,1.0,0.0,0.6440654993057251,0.0575903058052063,0.2105741649866104,0.01881320476531982,0.0026876006807599745,0.012577979053769797,0.019071736561389174
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,7,112,128,16,0.9696969696969697,10,0.2778021216392517,0.22898659557104112,0.0488155260682106,0.009090090054464043,1.0,1.0,1.0,0.666901707649231,0.0455833375453949,0.18924447894096375,0.06762873083353042,0.008453591354191303,0.014225140281698925,0.01995040191550571
2026_08_18_00_55_01_843645_L3_left_C1,L3,C1,2.0,0.1694548757406934,red,left,right,left,pick up the red block,8,128,132,4,1.0,10,0.30024518370628356,0.23607076406478883,0.06417441964149476,0.018271276086040386,1.0,1.0,1.0,0.6669310331344604,0.04557722806930542,0.18925757706165314,0.13180315047502517,0.014644794497225019,0.015335124267472165,0.020867094538303908
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,0,0,16,16,0.09142857142857143,10,0.35021743178367615,0.27627733945846555,0.07394009232521057,0.018624962536094226,1.0,1.0,1.0,0.36861270666122437,0.028996635228395462,0.48447126150131226,0.07394009232521057,0.07394009232521057,0.07394009232521057,0.07394009232521057
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,1,16,32,16,0.18285714285714286,10,0.2715009331703186,0.2991407155990601,-0.027639782428741454,0.01779295940459934,0.1,0.9,0.1,0.38241538405418396,0.09175372123718262,0.46000251173973083,0.04630030989646911,0.023150154948234556,0.025568723394757225,0.030033443286296268
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,2,32,48,16,0.2742857142857143,10,0.3048436790704727,0.2619093552231789,0.04293432384729386,0.011592197426917982,1.0,1.0,1.0,0.40943393111228943,0.14951172471046448,0.4347926080226898,0.08923463374376298,0.02974487791458766,0.030778403530518212,0.0332275730208303
2026_08_18_00_55_32_860317_L3_left_C2,L3,C2,4.0,0.3389097514813868,red,left,right,left,pick up the red block,3,48,64,16,0.3657142857142857,10,0.3086376190185547,0.2704299509525299,0.03820766806602478,0.016233207112247516,1.0,1.0,1.0,0.44861117005348206,0.19357816874980927,0.39808720350265503,0.12744230180978777,0.03186057545244694,0.03234245922220381,0.03401739860809888
