split,condition,pair_index,episode_id,target_side,instruction,chunk_index,phase,start,stop,executed_steps,progress_pregrasp,progress_full,seed,num_samples,tau_min,tau_max,action_dims,energy_left,energy_right,energy_true,energy_alternative,margin_alternative_minus_true,cartesian_x,cartesian_y,cartesian_z
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,0,8,0.3,0.7,8,0.2593849301338196,0.3168094754219055,0.2593849301338196,0.3168094754219055,0.05742454528808594,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,1,8,0.3,0.7,8,0.22989654541015625,0.24465340375900269,0.22989654541015625,0.24465340375900269,0.014756858348846436,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,2,8,0.3,0.7,8,0.24513237178325653,0.3200114965438843,0.24513237178325653,0.3200114965438843,0.07487912476062775,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,3,8,0.3,0.7,8,0.20899292826652527,0.26252084970474243,0.20899292826652527,0.26252084970474243,0.05352792143821716,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,4,8,0.3,0.7,8,0.15294839441776276,0.1980370283126831,0.15294839441776276,0.1980370283126831,0.04508863389492035,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,5,8,0.3,0.7,8,0.26810628175735474,0.35132312774658203,0.26810628175735474,0.35132312774658203,0.0832168459892273,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,6,8,0.3,0.7,8,0.23371782898902893,0.2842978835105896,0.23371782898902893,0.2842978835105896,0.05058005452156067,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,7,8,0.3,0.7,8,0.26851335167884827,0.309345543384552,0.26851335167884827,0.309345543384552,0.040832191705703735,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,8,8,0.3,0.7,8,0.12553711235523224,0.15880152583122253,0.12553711235523224,0.15880152583122253,0.033264413475990295,0.36497917771339417,0.028502441942691803,0.4813486933708191
test,C2,0,2026_08_17_02_29_03_938361_L1_left_C2,left,pick up the left block,0,pregrasp,0,16,16,0.10256410256410256,0.0903954802259887,9,8,0.3,0.7,8,0.2677910625934601,0.29729393124580383,0.2677910625934601,0.29729393124580383,0.02950286865234375,0.36497917771339417,0.028502441942691803,0.4813486933708191
