condition,target,init_state_index,repeat_index,success,policy_steps,close_step,grasp_state,lift_state,close_query,grasp_query,lift_query,pre_lift_steps,pre_lift_eef_path_m,pre_lift_action_tv_l2,post_lift_evidence_5,post_lift_evidence_10,post_lift_evidence_15,post_lift_evidence_20,post_lift_early_auc20,post_lift_wrong_fraction15,metadata_path,guidance_at_close,belief_positive_at_close,belief_negative_at_close,guidance_close_plus_1,belief_positive_close_plus_1,belief_negative_close_plus_1,guidance_close_plus_2,belief_positive_close_plus_2,belief_negative_close_plus_2,guidance_close_plus_3,belief_positive_close_plus_3,belief_negative_close_plus_3,guidance_at_grasp,belief_positive_at_grasp,belief_negative_at_grasp,guidance_grasp_plus_1,belief_positive_grasp_plus_1,belief_negative_grasp_plus_1,guidance_grasp_plus_2,belief_positive_grasp_plus_2,belief_negative_grasp_plus_2,guidance_grasp_plus_3,belief_positive_grasp_plus_3,belief_negative_grasp_plus_3,guidance_at_lift,belief_positive_at_lift,belief_negative_at_lift,guidance_lift_plus_1,belief_positive_lift_plus_1,belief_negative_lift_plus_1,guidance_lift_plus_2,belief_positive_lift_plus_2,belief_negative_lift_plus_2,guidance_lift_plus_3,belief_positive_lift_plus_3,belief_negative_lift_plus_3
base,cabinet,1,0,True,90,41,74,61,6,12,10,51.0,0.4373077090603529,7.302992029689583,0.1753140671976267,0.3924963628259087,0.6550361864610061,0.89028101853075,0.29018902749131414,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init1_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,1,1,True,86,40,73,59,6,12,9,49.0,0.43525306334503305,7.293803199509818,0.17429479759407138,0.3911149819314353,0.651287792103474,0.8935330097091589,0.2893100169064575,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init1_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,20,0,True,86,39,50,58,5,8,9,48.0,0.4540265631652186,7.503711510275628,0.17831862786119868,0.38525976225715247,0.6422700184381407,0.871561085272573,0.2876557234553763,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init20_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,20,1,True,83,38,52,57,5,8,9,47.0,0.4384659926730094,7.370549762018374,0.17853557622849384,0.39598886688844587,0.6641343698697004,0.9097799061579296,0.2943471831003732,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init20_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,21,0,True,85,41,71,61,6,12,10,51.0,0.44275779617018884,7.316603052520745,0.17244990386668865,0.3844938538068627,0.6547589452197272,0.8992851588602568,0.28754102926718594,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init21_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,21,1,True,80,40,83,59,6,14,9,49.0,0.4494794099620295,7.649379645497554,0.17125253363821621,0.3793998373310553,0.650107640560141,0.8907103019169631,0.28492689118406256,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init21_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,22,0,True,76,39,49,57,5,7,9,47.0,0.41142354681029314,6.580568273002779,0.1951701423959173,0.4320988100252092,0.6997676164797437,0.9102844996621663,0.31627050147345603,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init22_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,22,1,True,78,39,53,58,5,8,9,48.0,0.3973114027458441,6.513506369834399,0.16839955559977518,0.37291357297056726,0.6282852145605173,0.8645260364286074,0.27821889544341705,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init22_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,23,0,True,87,43,54,62,6,8,10,52.0,0.4361676527430475,7.599110361530249,0.238312324450583,0.4923595802656939,0.7370379661277399,0.9352761804959902,0.3562900308839553,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init23_repeat0_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
base,cabinet,23,1,True,87,43,53,62,6,8,10,52.0,0.44020697176979484,7.234233770610488,0.23301741829223033,0.4892572422262304,0.732175556383484,0.9175086151887837,0.35206457737199565,0.0,artifacts/goal_bowl_destination_steering_formal_original_phase/goal_bowl_destination_base_cabinet_init23_repeat1_success.json,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan,0.0,nan,nan
