episode_id,condition,target_side,chunk_index,start,stop,executed_steps,progress,num_seeds,energy_left_mean,energy_right_mean,local_margin_left_minus_right_mean,local_margin_seed_sd,right_support_rate,mean_sign_seed_agreement,true_target_seed_support_rate,flat_cumulative_margin,flat_cumulative_score,linear_cumulative_score,exponential_cumulative_score
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,2,32,48,16,0.3076923076923077,10,0.19549989104270935,0.24538011103868484,-0.04988021999597549,0.015132026608454637,0.0,1.0,0.0,-0.04733288288116455,-0.01577762762705485,-0.013552160671463719,-0.009976355957608407
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,3,48,64,16,0.41025641025641024,10,0.2028804138302803,0.2179027184844017,-0.0150223046541214,0.01231673591527314,0.1,0.9,0.1,-0.06235518753528595,-0.015588796883821487,-0.013854837373775592,-0.010737252779984708
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,4,64,80,16,0.5128205128205128,10,0.2673088416457176,0.28918988853693006,-0.021881046891212463,0.008606091075301643,0.0,1.0,0.0,-0.08423623442649841,-0.016847246885299684,-0.015058768801391124,-0.011857041032428533
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,5,80,96,16,0.6153846153846154,10,0.3573741137981415,0.36944739818572997,-0.012073284387588501,0.0027479688848226123,0.0,1.0,0.0,-0.09630951881408692,-0.016051586469014487,-0.014727048310968611,-0.011872023195622233
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,6,96,112,16,0.717948717948718,10,0.3137849450111389,0.3508470952510834,-0.037062150239944455,0.005321990274337662,0.0,1.0,0.0,-0.13337166905403136,-0.019053095579147337,-0.01655032193782378,-0.013101827668295823
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,7,112,128,16,0.8205128205128205,10,0.345152759552002,0.3480234593153,-0.0028706997632980346,0.007685830576575109,0.4,0.6,0.4,-0.1362423688173294,-0.017030296102166175,-0.015761112966216528,-0.012744710316164485
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,8,128,144,16,0.9230769230769231,10,0.33598155081272124,0.35990108251571656,-0.0239195317029953,0.00493340544716571,0.0,1.0,0.0,-0.1601619005203247,-0.017795766724480522,-0.016063276623134257,-0.013026387928006603
2026_08_18_00_46_25_193744_L1_right_C2,C2,right,9,144,156,12,1.0,10,0.31869386732578275,0.31796638369560243,0.0007274836301803589,0.0004677535108437616,0.9,0.9,0.9,-0.15943441689014434,-0.015943441689014435,-0.015757990073073994,-0.012774264389524713
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,0,0,16,16,0.13793103448275862,10,0.28596223443746566,0.3685694009065628,-0.08260716646909713,0.02764722399351413,0.0,1.0,1.0,-0.08260716646909713,-0.08260716646909713,-0.08260716646909713,-0.08260716646909713
2026_08_18_00_48_13_457980_L1_left_C0,C0,left,1,16,32,16,0.27586206896551724,10,0.2014834091067314,0.29430063515901567,-0.09281722605228424,0.023041811033588877,0.0,1.0,1.0,-0.17542439252138137,-0.08771219626069068,-0.08737186094125111,-0.08676606475378827
