prefix,overall_accuracy,left_accuracy,right_accuracy,seed_pooled_accuracy,left_seed_pooled_accuracy,right_seed_pooled_accuracy
0.1,0.7916666666666666,1.0,0.5833333333333334,0.7125,0.9416666666666668,0.48333333333333334
0.2,0.6666666666666666,1.0,0.3333333333333333,0.6416666666666667,0.975,0.30833333333333335
0.3,0.5,1.0,0.0,0.5750000000000001,1.0,0.15000000000000002
0.4,0.5,1.0,0.0,0.5375,1.0,0.075
1.0,0.5,1.0,0.0,0.4875,0.9583333333333334,0.016666666666666666
